taken_trades,total_trades,pnl_strategy,pnl_baseline,uplift_pct,sharpe_strategy,sharpe_baseline,mdd_strategy,mdd_baseline
11408,20881,1198945.93,1056505.12,13.48,14.635,6.622,0.0,-419020.23
